cancion,artista,playlist,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,Lista Rep,liked
Haciendo Ruido,Indalfer Ochoa,3IyNJEsknaSFoUIn8qf1Lr,72SNGFw7z4RZrFnQsZI6JZ,0.792,0.541,5,-5.162,0.0359,0.733,0.0,0.0687,0.912,Banda 2022,0
Si Fuera Fácil,Grupo Marca Registrada,3IyNJEsknaSFoUIn8qf1Lr,7Jph6HJbfURt4Fea19IED3,0.794,0.677,10,-9.969,0.0713,0.446,0.0313,0.076,0.611,Banda 2022,0
Se Amerita,Junior H,3IyNJEsknaSFoUIn8qf1Lr,3pQYf90V5idOGrXzosm9rt,0.752,0.719,6,-4.399,0.0285,0.264,7.96e-05,0.126,0.544,Banda 2022,0
Borracho de Amor,Edwin Luna y La Trakalosa de Monterrey,3IyNJEsknaSFoUIn8qf1Lr,57LD3gU4Gte3o0GltricFP,0.644,0.483,7,-5.614,0.0418,0.708,0.0,0.088,0.946,Banda 2022,0
Los Botones Azules,Junior H,3IyNJEsknaSFoUIn8qf1Lr,3ZGkdrigbWXLgHungXfZkt,0.784,0.737,5,-2.174,0.0758,0.0877,0.0,0.1,0.623,Banda 2022,0
A La Antigüita,Calibre 50,3IyNJEsknaSFoUIn8qf1Lr,798ahLNEcoFER7Vywg1FMT,0.651,0.726,8,-4.144,0.0539,0.382,0.0,0.0535,0.963,Banda 2022,0
Quién Es Usted,"Sergio Vega ""El Shaka""",3IyNJEsknaSFoUIn8qf1Lr,4lac6b0JIjh4hQiW9IGKea,0.576,0.563,0,-2.819,0.0291,0.161,3.84e-06,0.144,0.485,Banda 2022,0
Como Lo Hice Yo,Matisse,3IyNJEsknaSFoUIn8qf1Lr,64JzNzcoSZOh3RWeoghVfk,0.689,0.663,2,-4.538,0.0432,0.378,1.17e-06,0.0994,0.486,Banda 2022,0
Ojos Verdes,Julión Álvarez y su Norteño Banda,3IyNJEsknaSFoUIn8qf1Lr,6981hdSOqG8tP6xTqaySa1,0.787,0.469,5,-5.503,0.039,0.653,0.0,0.0612,0.923,Banda 2022,0
Cada Quien,Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,5BE9B2FiFWBbBdoIQ1m1UP,0.707,0.833,3,-2.498,0.0517,0.137,0.0,0.115,0.788,Banda 2022,0
En El Radio Un Cochinero,Victor Cibrian,3IyNJEsknaSFoUIn8qf1Lr,2NWaWZZLFMcr5P4uI2KvWy,0.696,0.623,6,-8.738,0.0438,0.466,8.61e-06,0.0983,0.965,Banda 2022,0
En Tu Perra Vida,Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,0ldT3gl7aGNzrJyd4b1CA4,0.546,0.438,5,-4.748,0.0669,0.353,0.0,0.261,0.568,Banda 2022,0
Fuga Pa Cali 2,Grupo Los de la O,3IyNJEsknaSFoUIn8qf1Lr,5IdyvWCaUa7AgTxMsFj0wB,0.743,0.89,7,-5.451,0.0837,0.366,0.0,0.0966,0.809,Banda 2022,0
En Peligro de Extinción,La Adictiva,3IyNJEsknaSFoUIn8qf1Lr,4wZqjBJCs2tD7AV3c2UUh5,0.699,0.442,0,-5.144,0.0277,0.0966,1.77e-06,0.274,0.816,Banda 2022,0
Tranquilito,Gerardo Ortiz,3IyNJEsknaSFoUIn8qf1Lr,2LJRoFOtMGLnSxJqlJuhge,0.858,0.634,0,-4.058,0.0286,0.518,0.0,0.236,0.909,Banda 2022,0
La Sinvergüenza,Christian Nodal,3IyNJEsknaSFoUIn8qf1Lr,1xO7tp4J5Wj0NeKrzIpd1V,0.704,0.482,9,-5.352,0.0349,0.211,0.0,0.3,0.604,Banda 2022,0
El Tóxico,Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,7E9GeFGfjXw9LAI4ay6rsw,0.626,0.503,10,-5.087,0.141,0.407,0.0,0.234,0.821,Banda 2022,0
Ya Acabo,Marca MP,3IyNJEsknaSFoUIn8qf1Lr,4H3t8C59tXjKf1R2iKtc5M,0.673,0.326,0,-7.481,0.0348,0.696,3.73e-06,0.103,0.672,Banda 2022,0
Háblame De Ti,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,1O18MtSAMUk7JfAVB8gGzs,0.781,0.553,5,-4.598,0.0454,0.622,1.61e-06,0.0832,0.832,Banda 2022,0
Simplemente Gracias,Calibre 50,3IyNJEsknaSFoUIn8qf1Lr,3K6noLeoPTQJ5jUErC8jT5,0.755,0.557,3,-5.982,0.0302,0.691,0.0,0.104,0.743,Banda 2022,0
De Rancho en Rancho,Indalfer Ochoa,3IyNJEsknaSFoUIn8qf1Lr,67Qgtn35C7pANjy0ZypyRA,0.801,0.633,9,-4.245,0.0383,0.565,3.12e-06,0.0588,0.965,Banda 2022,0
Botella Tras Botella,Gera MX,3IyNJEsknaSFoUIn8qf1Lr,2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0,-4.572,0.0437,0.656,0.0,0.122,0.69,Banda 2022,0
Te Presumo,Banda El Recodo,3IyNJEsknaSFoUIn8qf1Lr,3EjuEvxoNgHV6urIdPA4cl,0.597,0.469,8,-6.143,0.0293,0.684,0.000416,0.166,0.696,Banda 2022,0
Mi Último Deseo,Banda Los Recoditos,3IyNJEsknaSFoUIn8qf1Lr,01ksPzu3Bw8Lsf9o6xIk8C,0.844,0.639,11,-4.461,0.0437,0.62,0.0,0.46,0.974,Banda 2022,0
El Final de Nuestra Historia,Jovanny Cadena Y Su Estilo Privado,3IyNJEsknaSFoUIn8qf1Lr,73aNc2V32NpepB8lLhnDjW,0.725,0.447,9,-5.693,0.0273,0.716,0.0,0.117,0.768,Banda 2022,0
Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,3IyNJEsknaSFoUIn8qf1Lr,1s59X35jDULAyOGmBuTAnd,0.643,0.35,4,-5.924,0.0783,0.784,0.0,0.102,0.541,Banda 2022,0
Ojos Cerrados,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,4OVpyR6yhYyVoRj9D7CERz,0.513,0.345,7,-7.579,0.0691,0.336,0.0,0.0584,0.68,Banda 2022,0
Adiós Amor,Christian Nodal,3IyNJEsknaSFoUIn8qf1Lr,63bmZnBN1CiJ9sA4qTEe8y,0.433,0.431,2,-6.422,0.0367,0.169,0.0,0.307,0.722,Banda 2022,0
El Amor de Mi Vida,La Adictiva Banda San José de Mesillas,3IyNJEsknaSFoUIn8qf1Lr,3kZADzbBCSKzWyjKDwOIEb,0.689,0.556,10,-4.776,0.0305,0.0254,0.0,0.0942,0.795,Banda 2022,0
Ya Me Enteré,Chayín Rubio,3IyNJEsknaSFoUIn8qf1Lr,4ggabbjjuHrG06SsYnqvEs,0.657,0.591,10,-3.505,0.0297,0.835,0.0,0.248,0.687,Banda 2022,0
Mi Enemigo El Amor,Pancho Barraza,3IyNJEsknaSFoUIn8qf1Lr,3gYgHcEBcuySZwZ2dcTPXV,0.591,0.579,4,-5.904,0.0495,0.197,0.0,0.141,0.633,Banda 2022,0
Tú,Carin Leon,3IyNJEsknaSFoUIn8qf1Lr,1nLs8r6K4YN0avBwUmmTnr,0.669,0.476,9,-6.635,0.0395,0.382,9.85e-06,0.21,0.905,Banda 2022,0
Ojitos de Miel,T3R Elemento,3IyNJEsknaSFoUIn8qf1Lr,3V1jBnDI3zCn25ONFiqwN8,0.473,0.448,9,-9.35,0.0378,0.709,0.0,0.104,0.6,Banda 2022,0
El Comienzo del Final,Leonardo Aguilar,3IyNJEsknaSFoUIn8qf1Lr,3MWYxx33qIGH4ShVmAltW6,0.677,0.664,0,-4.491,0.0306,0.519,0.0,0.114,0.905,Banda 2022,0
Jugaste y Sufrí,Eslabon Armado,3IyNJEsknaSFoUIn8qf1Lr,3NqBxTOMCJ3zW9CIP51td4,0.39,0.499,7,-7.778,0.0381,0.632,0.000497,0.115,0.34,Banda 2022,0
Porte Exuberante,Natanael Cano,3IyNJEsknaSFoUIn8qf1Lr,4DdnffqoFr9wDRlCACNmGf,0.685,0.831,4,-4.38,0.0858,0.398,0.0,0.177,0.486,Banda 2022,0
Aerolínea Carrillo,T3R Elemento,3IyNJEsknaSFoUIn8qf1Lr,0xYTyyfV767E2Vn3hz56kL,0.669,0.561,1,-6.613,0.0318,0.337,0.0,0.198,0.867,Banda 2022,0
Soy El Unico,Yahritza Y Su Esencia,3IyNJEsknaSFoUIn8qf1Lr,6HJIZUOiZDE814XMhRGSZN,0.708,0.449,4,-4.369,0.0286,0.451,0.0,0.111,0.63,Banda 2022,0
De Los Besos Que Te Di,Christian Nodal,3IyNJEsknaSFoUIn8qf1Lr,1qfoq1qvZT7VwDVeekCJ97,0.504,0.503,7,-3.313,0.0422,0.388,0.0,0.0608,0.709,Banda 2022,0
En Peligro de Extinción,La Adictiva Banda San José de Mesillas,3IyNJEsknaSFoUIn8qf1Lr,45sVRPegWSGpIcsrDoaaCY,0.709,0.483,0,-3.734,0.0281,0.219,2.33e-06,0.241,0.834,Banda 2022,0
Aquí Abajo,Christian Nodal,3IyNJEsknaSFoUIn8qf1Lr,16ONd70tvWAaLIc6hcLzaG,0.638,0.437,4,-3.857,0.0332,0.282,0.0,0.0894,0.618,Banda 2022,0
Como Duele Equivocarse,Carin Leon,3IyNJEsknaSFoUIn8qf1Lr,01Bb7kIu9BRyWE0G5A7AmI,0.641,0.334,10,-5.961,0.0333,0.39,0.0,0.247,0.681,Banda 2022,0
Cerrando Ciclos,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,3fBJNawfhtgCmo58trRK2z,0.74,0.417,2,-5.713,0.038,0.192,8.43e-06,0.225,0.607,Banda 2022,0
No Lo Hice Bien,Los Plebes del Rancho de Ariel Camacho,3IyNJEsknaSFoUIn8qf1Lr,211mktDmIq7g2Q4gBTXphj,0.607,0.51,9,-5.146,0.0298,0.653,2.87e-06,0.0698,0.781,Banda 2022,0
El Güero (Feat. Marca MP),Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,2MeEuwplwbbjZ7hxRI6viw,0.625,0.554,10,-5.531,0.0618,0.417,0.0,0.305,0.846,Banda 2022,0
A Través Del Vaso,Grupo Arranke,3IyNJEsknaSFoUIn8qf1Lr,0oCSitNlzsQfuIapF9tXRQ,0.62,0.695,5,-2.979,0.0298,0.36,1.5e-05,0.347,0.921,Banda 2022,0
Ella,Junior H,3IyNJEsknaSFoUIn8qf1Lr,0tKl8ZVM6xJkhznvJAS3Nq,0.478,0.732,4,-4.342,0.0779,0.363,3.34e-06,0.0768,0.664,Banda 2022,0
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,1l77YWrGUp3qX3NS1rz7lq,0.765,0.339,8,-8.965,0.0365,0.278,0.0,0.131,0.864,Banda 2022,0
En Peligro de Extinción,La Adictiva Banda San José de Mesillas,3IyNJEsknaSFoUIn8qf1Lr,1Utd9DbmWNHWjEuzItBmRX,0.699,0.442,0,-5.144,0.0277,0.0966,1.77e-06,0.274,0.816,Banda 2022,0
Ya Solo Eres Mi Ex,La Adictiva Banda San José de Mesillas,3IyNJEsknaSFoUIn8qf1Lr,0QBinvGHLoIFTICmySWvXG,0.455,0.324,7,-7.033,0.042,0.537,0.0,0.125,0.626,Banda 2022,0
No Me Queda Más,3 Del Norte,3IyNJEsknaSFoUIn8qf1Lr,4ZZrsj6jRvV36kO0xCxxth,0.457,0.901,2,-1.81,0.0775,0.496,0.0,0.14,0.545,Banda 2022,0
Está Dañada,Ivan Cornejo,3IyNJEsknaSFoUIn8qf1Lr,6G2xXQRSZlEzYsUEb3uvuR,0.405,0.565,1,-9.266,0.0372,0.38,0.0195,0.107,0.166,Banda 2022,0
Cabrón y Vago - En Vivo,El Fantasma,3IyNJEsknaSFoUIn8qf1Lr,4nbWX2HzrOEnX4xxvYRCyU,0.547,0.638,8,-2.99,0.124,0.697,0.0,0.074,0.876,Banda 2022,0
La Casita,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,0vtYnEw1eJwW26BrBnOAYJ,0.832,0.525,10,-6.806,0.0412,0.277,1.77e-05,0.142,0.967,Banda 2022,0
Que Fuimos,Banda MS de Sergio Lizárraga,3IyNJEsknaSFoUIn8qf1Lr,56OTBUIn4xlmDhtPowlA2d,0.723,0.443,0,-5.736,0.0298,0.303,3.85e-06,0.246,0.712,Banda 2022,0
El Final De Nuestra Historia,La Arrolladora Banda El Limón De Rene Camacho,3IyNJEsknaSFoUIn8qf1Lr,31REg67eoHJSvMLUcEmGNj,0.735,0.502,10,-8.154,0.0344,0.48,0.0,0.199,0.947,Banda 2022,0
Calidad,Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,0uBcoM4zxRXk7kmsmxoiFS,0.731,0.491,0,-3.116,0.029,0.609,0.0,0.262,0.781,Banda 2022,0
2 Veces,Los Plebes del Rancho de Ariel Camacho,3IyNJEsknaSFoUIn8qf1Lr,4cV6ld7uIs906zOwNscoBM,0.525,0.505,7,-4.199,0.032,0.538,0.0,0.101,0.79,Banda 2022,0
Palabra de Hombre,El Fantasma,3IyNJEsknaSFoUIn8qf1Lr,4UiaP0wBuy9N9voD91OZOg,0.575,0.374,8,-2.707,0.0346,0.535,0.0,0.178,0.563,Banda 2022,0
Se Fue La Pantera (En Vivo),Grupo Firme,3IyNJEsknaSFoUIn8qf1Lr,6Yard5LK4aXEn0kBKtHSob,0.557,0.66,3,-4.467,0.0768,0.118,0.0,0.085,0.907,Banda 2022,0
Te Apuesto - En vivo,Marca MP,3IyNJEsknaSFoUIn8qf1Lr,7wnO6pBzcWWT8zT4vFx7hM,0.724,0.357,8,-8.197,0.0715,0.432,0.0,0.12,0.69,Banda 2022,0
Me Sobrabas Tú,Banda Los Recoditos,3IyNJEsknaSFoUIn8qf1Lr,33XISWpHJRbAvFSMW1y44A,0.729,0.507,0,-4.94,0.0486,0.698,0.0,0.26,0.961,Banda 2022,0
El Bélico,El Fantasma,3IyNJEsknaSFoUIn8qf1Lr,50pkO56KXHoH53sVPRSbZ3,0.707,0.567,10,-4.091,0.0492,0.597,1.28e-06,0.0668,0.964,Banda 2022,0
No Es Por Acá,Carin Leon,3IyNJEsknaSFoUIn8qf1Lr,3bvJftZKZe5QKz433NczyV,0.746,0.37,2,-6.309,0.0306,0.456,0.0,0.106,0.595,Banda 2022,0
Solo Un Dia (Ahora Te Amo),Adan Romero,3IyNJEsknaSFoUIn8qf1Lr,51RcAoNIqe0G3284yxT8G0,0.692,0.377,5,-7.128,0.0497,0.522,0.0,0.0965,0.939,Banda 2022,0
La Buena y la Mala,Banda Tierra Sagrada,3IyNJEsknaSFoUIn8qf1Lr,4y0n8xKuEKE0J2sThzswhg,0.805,0.716,0,-4.498,0.039,0.527,0.0,0.247,0.905,Banda 2022,0
Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,3IyNJEsknaSFoUIn8qf1Lr,1kJXYVVUu7o3B9gaJpoxjm,0.665,0.469,4,-5.809,0.028,0.23,0.0,0.234,0.383,Banda 2022,0
Dueño de Ti,"Sergio Vega ""El Shaka""",3IyNJEsknaSFoUIn8qf1Lr,7j9iuJvGg8Ve2O20CO8Oho,0.734,0.676,10,-0.007,0.047,0.314,0.0,0.0646,0.774,Banda 2022,0
